,bioprocess_count
POSITIVE REGULATION OF GLOMERULAR METANEPHRIC MESANGIAL CELL PROLIFERATION,1
CELLULAR RESPONSE TO IL-8,1
ACTIVATION OF CDK5/P20,1
REGULATION OF PROGESTERONE ANABOLISM,1
ETHANOL ANABOLISM,1
RIBOSOME ASSEMBLY,1
NEUTRAL AMINO ACID TRANSPORT,1
DNA LIGATION,1
VALINE ANABOLISM,1
RIBOSOMAL SMALL SUBUNIT BIOGENESIS,1
C1157015,1
C1158801,1
C1155285,1
ANTHOCYANIN ANABOLISM,1
ACTIVATION OF PLASMA PROTEINS INVOLVED IN ACUTE INFLAMMATORY RESPONSE,1
ACTIVATION OF BLOOD COAGULATION VIA CLOTTING CASCADE,1
"BLOOD COAGULATION, EXTRINSIC PATHWAY",1
POSITIVE REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1
OSTEOCLAST CELL DEVELOPMENT,1
TOOTH ERUPTION,1
POSITIVE REGULATION OF CORTICOTROPIN-RELEASING FACTOR SECRETION,1
CALCIUM ION HOMEOSTASIS,1
POSITIVE REGULATION OF FEVER GENERATION BY POSITIVE REGULATION OF PROSTAGLANDIN SECRETION,1
RANKL-MEDIATED SIGNALING PATHWAY,1
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE VIA RANKL-MEDIATED SIGNALING,1
ACTIVATION OF INTRACELLULAR SIGNALING PATHWAY,1
REGULATION OF ACTIN BINDING,1
POSITIVE REGULATION OF OSTEOCLAST CELL DEVELOPMENT,1
POSITIVE REGULATION OF CELL-MATRIX ADHESION,1
IMMUNE CELL MIGRATION DURING INFLAMMATORY RESPONSE,1
NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION,1
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY,1
DOWN REGULATION OF INTERLEUKIN-1 ALPHA PRODUCTION,1
LEUKOCYTE ADHESIVE ACTIVATION,1
POSITIVE REGULATION OF CALCIUM-INDEPENDENT CELL-CELL ADHESION,1
ANGIOGENESIS INVOLVED IN WOUND HEALING,1
SYNAPSE CLEARANCE,1
NEGATIVE REGULATION OF HIPPOCAMPAL NEURON APOPTOTIC PROCESS,1
DOWN REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY,1
DOWN REGULATION OF CACHECTIN SECRETION,1
C1156086,1
REGULATION OF MITOCHONDRION ORGANISATION,1
REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION,1
REGULATION OF PROTEIN COMPLEX STABILITY,1
SELECTIVE AUTOPHAGY,1
RESPONSE TO MITOCHONDRIAL DEPOLARISATION,1
PROTEIN LOCALISATION IN PERINUCLEAR REGION OF CYTOPLASM,1
C1148712,1
C1156189,1
C1157338,1
VACUOLE FUSION,1
MYELOID DENDRITIC CELL ACTIVATION,1
REGULATION OF TOLERANCE INDUCTION,1
REGULATION OF T CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL,1
DNA TOPOLOGICAL CHANGE,1
DOWN REGULATION OF RNA POLYMERASE II TRANSCRIPTIONAL PREINITIATION COMPLEX ASSEMBLY,1
REGULATION OF RESTRICTION ENDODEOXYRIBONUCLEASE ACTIVITY,1
DNA GEOMETRIC CHANGE,1
POSITIVE REGULATION OF MISMATCH REPAIR,1
POSITIVE REGULATION OF TLR9 SIGNALING PATHWAY,1
T-HELPER 1 CELL ACTIVATION,1
"DOWN REGULATION OF CD4-POSITIVE, ALPHA BETA T CELL DIFFERENTIATION",1
T-HELPER 1 CELL DEVELOPMENT,1
DNA LIGATION DURING DNA REPAIR,1
POSITIVE REGULATION OF DNA LIGATION,1
NEGATIVE REGULATION OF APOPTOTIC CELL CLEARANCE,1
POSITIVE REGULATION OF DENDRITIC CELL DIFFERENTIATION,1
Apoptosis,479
Growth,404
Cell Proliferation,368
Phosphorylation,360
Up-Regulation (Physiology),354
Down-Regulation,334
Signal Transduction Pathways,322
Signal Pathways,314
Signal Transduction,310
"Transcription, Genetic",301
cell growth,288
Cell Death,285
Cell Survival,262
Exocytosis,238
Immune response,238
Transcriptional Activation,228
Autophagy,227
Gene Expression,224
Cessation of life,220
Cell physiology,195
Cell Cycle,180
Mutation,180
Wound Healing,176
Homeostasis,173
Protein Biosynthesis,159
enzyme activity,159
Chemotaxis,142
Cell Adhesion,141
Aging,138
"Trans-Activation, Genetic",136
Genetic Polymorphism,132
Angiogenic Process,130
Necrosis,127
Mitosis,117
Neurogenesis,116
Phagocytosis,111
receptor expression,110
synergism,104
Movement,103
Endocytosis,101
cellular targeting,100
Proteolysis,99
DNA Replication,99
Membrane Potentials,90
Morphogenesis,87
DNA Methylation,85
Cell Communication,85
protein activation,83
Adipogenesis,83
cell transformation,80
pleiotropism,79
"Protein Degradation, Metabolic",79
Cell division,79
Biological Evolution,78
Pregnancy,78
Antibody Formation,75
Post-Translational Protein Processing,74
Adaptation,73
immunoreactivity,73
Oxidation-Reduction,72
release of sequestered calcium ion into cytoplasm,72
Neuroprotection,72
Glycolysis,72
Hematopoiesis,72
Cellular Senescence,72
Gene Expression Regulation,71
Vasodilation,71
Platelet aggregation,71
glucose metabolism,70
Gene Activation,70
Drug resistance,69
Lymphocyte Activation,67
Steroid biosynthesis,67
Lipid Metabolism,66
Cardiac function,65
Embryonic Development,65
receptor binding,64
receptor function,61
Eating,61
DNA Repair,60
Macrophage Activation,60
Macromolecular alteration,60
protein protein interaction,59
gene polymorphism,59
Osteogenesis,58
Cell development,57
Lipolysis,56
Chromosome Pairing,56
Antigen Presentation,54
lymphocyte proliferation,54
autophosphorylation,54
DNA Fragmentation,52
Spermatogenesis,51
Cellular Immunity,51
Respiratory Burst,51
glucose transport,51
Lipid Peroxidation,51
Virus Replication,49
Acetylation,49
Transcriptional Repression,49
Cell-Mediated Cytolysis,48
Myogenesis,48
Renal function,47
Alternative Splicing,46
Anoikis,45
Gluconeogenesis,44
Nuclear Export,44
Reproduction,44
gene induction,43
Bone Resorption,43
Fertility,42
Sleep,41
"Blastocyst Implantation, natural",41
Nuclear Import,41
Liver Regeneration,39
Gene Silencing,39
Platelet Activation,39
Long-Term Potentiation,39
Virulence,38
Anabolism,37
Equilibrium,37
Vascular constriction (function),37
internalization,37
myelination,36
Immunoregulation,35
"Repression, Psychology",35
fibrogenesis,34
Erythropoiesis,34
Locomotion,33
Mutagenesis Process,33
mediated responses,32
Protein Binding,32
Water consumption,32
Neutrophil chemotaxis,32
Chondrogenesis,32
Acrosome Reaction,32
Histamine Release,32
Birth,31
Antibody-Dependent Cellular Cytotoxicity,31
Graft Survival,31
Digestion,31
Neuronal Plasticity,31
"Recombination, Genetic",31
Myocardial Contraction,31
Nociception,31
Baresthesia,31
"Neutrophil migration, function",31
Calcium Signaling,29
protein folding,28
Cell division phases,28
nucleocytoplasmic transport,28
bone metabolism,27
Ion Transport,27
Facilitation,27
synaptogenesis,27
Synaptic Transmission,27
Cytokinesis,26
Hormone secretion,26
Desire for food,26
Cell Degranulation,26
Fertilization,25
Circadian Rhythms,25
Cell Respiration,25
Oxidative Phosphorylation,25
Sperm Motility,25
Cell Growth Regulation,25
Mental concentration,25
Hemodynamics,25
Gene Mutation,25
Menstrual cycle,24
Involution,24
Complement Activation,24
Memory,24
Vision,24
energy balance,24
Decidual Cell Reaction,24
Bone remodeling,23
ovarian function,23
brain function,23
Cell Aggregation,23
Thermogenesis,23
Electron Transport,23
Methylation,23
Humoral Immunity,22
Nerve Regeneration,22
Vascular Permeability,22
Meiosis,22
Protein translocation,22
Liver function,22
Bioenergetics,22
Cardiovascular Physiological Phenomena,21
Immunologic Surveillance,21
Graft Rejection,21
Metabolism,21
Missense Mutation,20
Homologous Recombination,20
Insight,20
Receptor Down-Regulation,20
blood pressure regulation,19
Breast Feeding,19
Muscle function,19
specific immunity,19
Lymphocytic migration,19
Hemostatic function,19
"Platelet adhesion, function",19
Ventricular Remodeling,19
Virus Activation,19
noradrenergic,19
Left Ventricular Function,19
Ingestion,19
Action Potentials,19
Placentation,19
Loss of Heterozygosity,19
Normal hematopoiesis,18
fatty acid metabolism,18
Mitotic arrest,18
Ovulation,18
Bone Growth,18
Base Pairing,18
Osteoblast function,18
biochemical mechanism,18
"Mutagenesis, Site-Directed",18
Autocrine Communication,18
Left Ventricle Remodeling,17
Amino Acid Substitution,17
Cerebrovascular Circulation,17
Nucleotide Excision Repair,17
Acclimatization,17
Pinocytosis,17
Catabolism,16
Remyelination,16
Natural immunosuppression,16
Carbohydrate Metabolism,16
Gene Rearrangement,16
Mitochondrial Fission,16
Enzyme Activation,15
receptor density,15
derepression,15
Contact Inhibition,15
Muscle hypertrophy,15
muscle metabolism,15
Microcirculation,15
Denaturation,15
Lymphopoiesis,15
Gene function,15
Osteoclastic resorption,15
agglutination,14
Membrane Fusion,14
Myelopoiesis,14
cell recognition,14
Allograft Tolerance,14
"RNA, Messenger, Splicing",14
Luteolysis,14
Organogenesis,14
Intestinal Absorption,14
Fracture Healing,14
Glycogenolysis,14
membrane activity,14
Sperm Capacitation,13
nerve supply,13
Natural regeneration,13
Bacterial Translocation,13
Sexual Development,13
Megakaryocytopoiesis,13
Hormone production,13
protein metabolism,13
Bone Development,13
Sex Differentiation,13
Gene Amplification,13
Germ-Line Mutation,13
Pulmonary function,12
Antigen Processing,12
Respiratory Chain,12
neurodevelopment,12
Germination,12
Plant Development,12
Granulocyte production,12
Membrane Fluidity,12
Muscle Tonus,12
Arterial pulse pressure,12
Re-Epithelialization,12
amino acid transport,12
Withdrawal (Defense Mechanism),11
Inspiration function,11
Receptor-Mediated Signal Transduction,11
Hair growth,11
sexual dimorphism (cellular),11
Bone Regeneration,11
Diapedesis,11
Paracrine Communication,11
reuptake,11
testicular function,11
Axonal Transport,11
hormonal regulation,11
Palmitoylation,11
Blood Pressure,11
Exertion,11
Oogenesis,11
Luteinization,11
biological radiation resistance,11
Second Messenger Systems,11
Baroreflex,11
cholesterol biosynthesis,11
"Immunity, Mucosal",10
Muscle Strength,10
Transplantation Tolerance,10
Oviposition,10
Cell Dedifferentiation,10
receptor recycling,10
receptor coupling,10
glucose output,10
"Metabolic Detoxication, Drug",10
Pentose Phosphate Pathway,10
drug metabolism,10
Competitive inhibition,10
Receptor Up-Regulation,10
Transcytosis,10
iron metabolism,10
Bystander Effect,10
ketogenesis,10
capping,10
RNA Splicing,10
Receptor Mediated Endocytosis,10
Mental association,10
Bronchoconstriction,10
Calcium Waves,10
Gastrulation,10
neural control,10
Histogenic Process,9
"Modulation, cellular",9
Reverse Transcription,9
Nervous System Physiological Phenomena,9
Uterine Contraction,9
Gastric acid secretion,9
Fatty acid biosynthetic process,9
Placental function,9
Hydrophobic Interactions,9
Biological Metamorphosis,9
drug response,9
Fluid Balance,9
amino acid metabolism,9
neurotransmitter release,9
Tachyphylaxis,9
postnatal growth,9
glycogen metabolic process,9
Odontogenesis,9
MAP Kinase Signaling Pathways,9
Strand breaks,9
Citric Acid Cycle,9
Gastric Emptying,9
Muscle Development,9
Estrus,8
gland secretion,8
Self Tolerance,8
antigen recognition,8
Experience,8
commitment,8
Wakefulness,8
testosterone biosynthesis,8
"Chemotaxis, Leukocyte",8
Follicular Atresia,8
Receptor Aggregation,8
Endochondral bone formation,8
Tubular reabsorption,8
Regional Blood Flow,8
glomerular function,8
MAP Kinase Cascade,8
cartilage metabolism,8
cell immortalization,8
Polyadenylation,8
mitochondrial transport,8
Natriuresis,8
gene interaction,7
Primary immune response,7
cross reactivity immunity,7
Female reproductive function,7
Gastrointestinal Motility,7
Excitatory synaptic transmission,7
Blood cell migration,7
Crossbreeding,7
aerobic glycolysis,7
"Permeability, Microvascular",7
Thrombopoiesis,7
microvasculature,7
Learning,7
Fermentation,7
glycogenesis,7
Prenylation,7
Gene Deletion,7
Physiologic calcification,7
Blood coagulation,7
Ankyrin Repeat,7
fast axonal transport,7
Escape (mental process),7
protein transport,7
Clonal Deletion,6
"Immune Response, Mucosal",6
Primordium,6
Persistence,6
Linked gene,6
Gametogenesis,6
Spermiogenesis,6
Cell Differentiation process,6
alloimmunity,6
Sister Chromatid Exchange,6
Olfactory,6
hormone biosynthetic process,6
Bile secretion,6
hormone sensitivity,6
Gastric motility,6
Monocyte production,6
sugar transport,6
skeletal regeneration,6
mineral metabolism,6
Portal Pressure,6
Practice Experience,6
Interested,6
liking,6
Lactation,6
Urination,6
Alveolar ventilation function,6
Body growth,6
Skeletal Function,6
Allosteric Regulation,6
RNA metabolic process,6
Species Differences,6
Urinary concentration,6
Light Signal Transduction,6
Reflex action,6
Intracellular Transport,6
Gene-Environment Interaction,5
Defense Mechanisms,5
Appetite Regulation,5
Memory Consolidation,5
Esthesia,5
Molting,5
central nervous system function,5
immunoreaction,5
Mitotic Metaphase,5
Genetic Selection,5
Lymphocyte chemotaxis,5
biological control,5
Attention,5
Inhibitory potential,5
hypothalamic-pituitary-thyroid axis,5
Hibernation,5
renal tubular transport,5
Molecular Dynamics,5
Isoprenylation,5
"Activation, Metabolic",5
Glomerular filtration,5
Dentin formation,5
Tubular secretion,5
reproductive development,5
calcium metabolism,5
Nucleotide Metabolism,5
Enzyme Induction,5
trafficking,5
retrograde transport,5
Lipid Transport,5
Skin Physiological Phenomena,5
hypothalamic pituitary axis,5
Taste Perception,5
axonal guidance,5
hatching,5
Mast cell migration,5
cis trans isomerization,5
Diuresis,5
Pancreatic function,4
Immunologic Memory,4
Insemination,4
Demethylation,4
Acute cellular rejection,4
Immunocompetence,4
Graft vs Leukemia Effect,4
Blood Physiological Phenomena,4
Nitrosation,4
Pharmacodynamics,4
Neurosecretion,4
Lymphocyte production,4
RNA translation,4
Capillary Permeability,4
Exudation,4
axonal sprouting,4
Pulse Pressure,4
Effects of radiation,4
Blood-Testis Barrier,4
"Sleep, REM",4
Biocompatibility,4
Megakaryocytic maturation,4
Virus Assembly,4
Antibody Affinity,4
Heredity,4
Protein Glycosylation,4
Ethanol Metabolism,4
Blood-Retinal Barrier,4
Bladder function,4
Epithelialization,4
Defecation,4
enzyme pathway,4
Skin Pigmentation,4
physiological aging,4
Receptor Cross-Talk,4
"Keratinization, function",4
secretion of saliva,4
cell life cycle,4
Dentinogenesis,4
Male reproductive function,4
dose-response relationship,4
Intestinal Motility,4
sexual receptivity,4
Cell membrane potential,4
Platelet contraction,4
nervous system development,4
refractory period,4
Sexual Maturation,4
Rotational Behavior,4
"Memory, Short-Term",4
Transcription Termination,4
Basal metabolic rate,4
"Myoelectric Complex, Migrating",4
slow potential,4
Chromosome replication,4
Steroid Metabolic Process,4
Duodenal secretion,3
exocrine pancreas function,3
bile acid metabolism,3
cell longevity,3
Muscle action,3
flocculation,3
Sexual function,3
Flexion spinal defense reflex,3
Speech,3
Cartilage resorption,3
Gastric function,3
Intracellular translocation,3
Protein Denaturation,3
Rewards,3
Gene Conversion,3
rapid eye movement,3
Platelet secretion,3
reception,3
disgust,3
myristoylation,3
Excitatory Postsynaptic Potentials,3
Cerebral function,3
"Binding, Competitive",3
Ocular Physiological Phenomena,3
Osseointegration,3
Fear (Mental Process),3
Menstruation,3
Chromosome Segregation,3
spontaneous mutation,3
Peak gastric acid output,3
Skin Aging,3
cell conductance,3
Protein Prenylation,3
RNA Editing,3
"Intake Regulation, Food",3
"Potentials, Event-Related",3
pyruvate kinase activity,3
steroid hormone biosynthesis,3
renal tubular function,3
Noncompetitive inhibition,3
Secondary Metabolism,3
Microbial Interactions,3
Neuronal Hyperexcitability,3
"Frameshifting, Ribosomal",3
"Stimulation, Chemical",3
Contrast Sensitivity,3
Oxygen affinity,3
Cross Reactions,3
Light Adaptation,3
hormone metabolism,3
Biological Neural Networks,3
hereditary factors,3
Salivary gland function,3
Proton-Motive Force,3
Passive biological transport,3
Mitotic Anaphase,3
toxicant interaction,3
fatty acid transport,3
Sperm-Ovum Interactions,3
Visual learning,3
Periosteal bone formation,3
Estrous Cycle,3
"Adaptation, Physiological",3
photoprotection,3
Lung Compliance,2
Skin growth,2
Sperm Agglutination,2
Antigenic Modulation,2
Bystander Suppression,2
Moving jaw,2
retinal regeneration,2
epimerization,2
heme biosynthetic process,2
Hemadsorption,2
Lung volume,2
Immunologic specificity,2
neuroimmunology,2
Embryo Resorption,2
Lipid Mobilization,2
motor performance,2
Electrogenic sodium absorption,2
Muscle property,2
Cardiac conduction,2
Intestinal mucosal permeability,2
eicosanoid metabolism,2
Awareness,2
estimation <subjective>,2
neutrophilic,2
Estivation,2
vasomotion,2
Isometric Contraction,2
modulation by virus of host morphology or physiology,2
Level of interest,2
Sperm Maturation,2
Joint formation,2
neuronal guidance,2
visual stimulus,2
Prenatal development,2
Reinnervation,2
"Complement Pathway, Alternative",2
Breeding,2
Excision Repair,2
Chewing,2
Coprecipitation,2
chromosome loss,2
dna amplification,2
gene recombination,2
Conditioned Reflex,2
Postmenopause,2
Metachromatic stain reaction,2
Lung Capacities,2
Uterine function,2
Smell Perception,2
Vitellogenesis,2
brain metabolism,2
Olfactory Thresholds,2
pancreatic islet function,2
Satiation,2
Externalization,2
Active Ion Transport,2
Genetic Markers,2
Dark Adaptation,2
Motor Skills,2
Conception,2
exocrine secretion,2
Ventricular Function,2
Electrolyte Balance,2
Pregnancy Maintenance,2
sleep wake cycle,2
Ejaculation,2
tissue oxygenation,2
Free water clearance,2
Neutrophil production,2
Energy Transfer,2
Tolerance development,2
Cervical Ripening,2
Genetic Drift,2
Perception,2
renal tubular reabsorption,2
calorigenesis,2
Proestrus,2
Amelogenesis,2
Cell Hypoxia,2
Platelet Adhesiveness,2
Theta Rhythm,2
Spike Potentials,2
afterpotential,2
Hemagglutination,2
Photophosphorylation,2
Uniport,2
molecular assembly/self assembly,2
gastrointestinal function,2
Penis growth,2
phosphorus metabolism,2
Deglutition,2
Menarche,2
Spinal Cord Regeneration,2
DNA Replication Fork,2
Fetoplacental Circulation,2
Cardiac Volume,2
Penile Erection,2
Allotype,2
"Renal Plasma Flow, Effective",2
Gene Duplication,2
limb regeneration,2
Decreased Platelet Aggregation [PE],2
"Evolution, Molecular",2
memory process,2
racemization,2
Pulmonary Circulation,2
Geranylgeranylation,2
detoxication,2
SOS Response (Genetics),2
Prozone,2
ionic balance,2
Bone function,2
Gastric bicarbonate secretion,2
Atrial Function,1
"Ventricular Function, Right",1
Gallbladder function,1
cross immunity,1
Clonal Anergy,1
Blink Reflexes,1
"Crossing Over, Genetic",1
"Water Loss, Insensible",1
membrane biogenesis,1
Place Conditioning,1
Metabolic Biotransformation,1
Ion Exchange,1
Rage,1
Placental Circulation,1
conditioned taste aversion,1
Mental Fatigue,1
Coronary Circulation,1
Early Gene Transcription,1
Isotonic Contraction,1
autocrine,1
connective tissue metabolism,1
hormonal cascade,1
Avoidance Learning,1
Suspicion,1
biological blockade,1
Term Birth,1
biological modulation,1
"Resting Phase, Cell Cycle",1
heart metabolism,1
Spatial Memory,1
ketogenic,1
body balance,1
Biological Rhythm,1
grasp,1
p450 induction,1
motor coordination,1
Extramedullary Hematopoiesis Function,1
physiologic bone resorption,1
Intramembranous bone formation,1
Heart beat,1
vascular endothelium permeability,1
Arterialisation,1
vitamin metabolism,1
Animal Development,1
Drug Synergism,1
Psyche structure,1
molecular domain,1
Male sexual function,1
avoidance,1
Rat Learning,1
coisogenic,1
Visual evoked cortical potential,1
Neuronal pool,1
Secondary healing,1
protein distribution,1
adrenergic system,1
Inbreeding,1
Receptor Activity Modifying Proteins [MoA],1
Ion Channel Gating,1
Sodium hydrogen exchange,1
Excitatory potential,1
alkyl substitution,1
membrane assembly,1
behavioral sensitization,1
Viable pregnancy,1
Graft Tolerance,1
"Reflex, Righting",1
Mental Orientation,1
Stain reaction,1
Light absorption,1
pesticide interaction,1
Neuroimmunomodulation,1
Moving,1
neural information processing,1
sensorimotor integration,1
Nervous System Plasticity,1
conditioned place preference,1
reverse tolerance,1
brain model,1
Adrenergic receptor function,1
reminiscence,1
Genomic Imprinting,1
relearning,1
Autonomous Replication,1
Prophage Induction,1
Skin Absorption,1
Genital functions,1
Trans-Splicing,1
Body Patterning,1
Gene Order,1
Breast function,1
Axon function,1
Larval metamorphosis,1
neurotransmitter biosynthesis,1
Cytoplasmic streaming,1
Milk Ejection,1
photolysis,1
Bile formation,1
motor ability,1
neuromuscular transmission,1
Clot retraction,1
Ventricular systole,1
urea cycle,1
mitochondrial biology,1
oculomotor,1
Passive Ion Transport,1
Active movement,1
Conditioned stimulus,1
"Memory, Long-Term",1
membrane flux,1
Erythrocyte Deformability,1
organelle movement,1
threshold potential,1
memory acquisition,1
Self Confidence,1
doubt,1
Rapid gastric emptying,1
Innovativeness,1
Dentin Permeability,1
Bioaccumulation,1
RNA Transport,1
Karyopyknosis,1
Pyschological Bonding,1
Protein Splicing,1
Bacterial Adhesion,1
Physiologic Thermoregulation,1
Fetal Movement,1
Maternal-Fetal Exchange,1
Water-Electrolyte Balance,1
Normal respiratory function,1
Chemoreceptor function,1
Satiety Response,1
Chromosomal inheritance,1
Cardiac rhythm type,1
Protein Sorting,1
Esophagus motility,1
synchronous cell division,1
Neuronal inhibition,1
Physiologic Intraocular Pressure,1
Sebaceous gland activity,1
adrenal system,1
Ambulation,1
Blood-Aqueous Barrier,1
Avoidance Behavior,1
Selective inattention,1
Transplantation Immunology,1
eye circulation,1
Object Recognition,1
nucleic acid metabolism,1
Vasomotor function,1
Auditory Evoked Potentials,1
Respiratory Mechanics,1
Vascular impedance,1
Conscious,1
Motivation,1
Mitochondrial Inheritance,1
Maze Learning,1
Gastric mucosal barrier,1
Cholinergic synaptic transmission,1
Amino Acid Biosynthesis,1
autocrine cell signaling,1
Reflecting,1
Axonal conduction,1
desire,1
Allelic exclusion,1
Mood (psychological function),1
Virus Integration,1
Molecular Mimicry,1
auxotrophy,1
Cell Membrane Permeability,1
7-methylguanosine mRNA capping,1
Memory recall,1
Gastric acidity,1
Testicular growth,1
"Adaptation, Ocular",1
Gallbladder contraction,1
Superhelicity,1
"Light Signal Transduction, Visual",1
antitermination,1
Conserved Synteny,1
Biological Clocks,1
Anticoagulant effect,1
steroid hormone metabolism,1
"Gene Transfer, Horizontal",1
Imagery,1
optic nerve regeneration,1
Parental anxiety,1
"Flexion, function",1
Heat Loss,1
Nitrogen Fixation,1
Normal hemostatic function,1
Vesicular Protein Transport,1
"Complement fixation, function",1
Head Movements,1
Increased Platelet Aggregation [PE],1
molecular recognition,1
Antigen-Antibody Reactions,1
Kidney Concentrating Ability,1
Summation (function),1
placental transfer,1
biological activation,1
Mineral balance,1
retinal adaptation,1
Cytokinesis of the fertilized ovum,164
Cell Cycle Arrest,157
Cell Cycle Progression,148
Nuclear Translocation,146
kinase activity,145
Motility,145
obsolete apoptogenic cytochrome c release channel activity,142
Tyrosine Phosphorylation,140
cytokine biosynthesis,138
T-Cell Activation,137
mRNA Expression,133
cell activation,133
Receptor Activation Process,132
T-Cell Proliferation,126
protein expression,118
dna binding,116
Transcriptional Regulation,114
Receptor Signaling,110
Ubiquitination,106
Caspase Activation,96
MAP kinase kinase activity,90
osteoblast differentiation,83
epithelial to mesenchymal transition,72
AKT Signaling Pathway,72
Binding (Molecular Function),70
transduction,70
insulin secretion,70
RNA Interference,69
Stimulation of Cell Proliferation,68
Histone Acetylation,66
Cell Cycle Control,64
osteoclast differentiation,64
Cell Maturation,63
Ligand Binding,61
fat cell differentiation,61
Antiviral Response,58
cytokine secretion,58
fibroblast proliferation,56
cell fate,55
b-cell proliferation,54
Cytoskeletal Modeling,52
Tumor Suppression,51
protein kinase activity,49
Epithelial Cell Proliferation,49
Lipogenesis,48
B-Cell Activation,47
oocyte maturation,46
caspase-3 activity,44
RNA biosynthesis,44
Biological acidification,43
T-Cell Development,43
Melanogenesis,43
receptor activity,43
adenosinetriphosphatase activity,42
obsolete hyperphosphorylation,42
1-phosphatidylinositol-3-kinase activity,41
Positive Regulation of Apoptosis,41
protein kinase C activity,40
fatty acid oxidation,40
telomerase activity,40
Ectopic Gene Expression,39
JUN kinase activity,38
Protein Secretion,37
Epigenetic Process,37
Intercellular Communication Process,37
single organismal cell-cell adhesion,37
immunoglobulin mediated immune response,36
Negative Regulation of S Phase,36
Protein Overexpression,36
Cellular Stress Response,35
Cytokine Signaling,35
b cell differentiation,35
Negative Regulation of G1 Phase,34
chromatin remodeling,34
protein activity,34
mTOR Inhibitors [MoA],34
activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway,34
Developmental process,33
Protein Function,33
Hypermethylation,32
alkaline phosphatase activity,32
antiporter activity,31
Leukocyte Trafficking,31
Increased Cellular Death [PE],31
adenylate cyclase activity,31
cell mediated immune response,30
aromatase activity,30
Negative Regulation of Mitosis,30
"Programmed Cell Death, Type II",30
Cell secretion,29
keratinocyte differentiation,29
Platelet function,29
brain development,29
T cell differentiation,28
Humoral immune response,28
Sensitization (observable entity),28
acetyltransferase activity,28
caspase activity,28
stress fiber assembly,28
histone modification,27
mast cell activation,27
defense response,27
GTPase activity,27
Heterodimerization,26
macrophage differentiation,26
Receptor Interactions [MoA],26
Post-Transcriptional Regulation,25
Antitumor Response,25
Cellular Infiltration,25
apoptotic program,25
neuron migration,25
myoblast differentiation,25
Deacetylation,24
Stem Cell Self-Renewal,24
Docking -molecular interaction,24
histone deacetylase activity,24
arachidonic acid metabolic process,24
Viral life cycle,23
smooth muscle contraction,22
NK Cell Activation,22
axonogenesis,22
Transcription Process,22
endothelial cell activation,22
mRNA stabilization,21
renin activity,21
T cell homeostasis,21
Natural killer cell function,21
conjugation,21
Polyubiquitination,21
skeletal development,21
protein tyrosine kinase activity,20
estrogen receptor activity,20
JUN phosphorylation,20
kidney development,20
epidermal growth factor receptor signaling pathway,20
MAP kinase activity,20
Extracellular Matrix Degradation,20
tissue homeostasis,20
androgen receptor activity,20
cyclin-dependent protein kinase activity,20
postnatal development,19
cholesterol metabolism,19
Genomic Stability,19
Hepatic Metabolism [PK],19
NADPH oxidase activity,19
Proteasome Function Inhibition,19
MMP-9 activity,19
protein phosphatase activity,19
cytokine production,18
interleukin-27 receptor ligand,18
Aging-Related Process,18
mRNA transcription,18
growth hormone secretion,18
Metabolic Control,18
GTP Binding,18
MMP-2 activity,17
macroautophagy,17
Blood - brain barrier function,17
Negative Regulation of Receptor Activation,17
catalase activity,17
superoxide dismutase activity,17
Cell Cycle Checkpoints,17
epithelial cell differentiation,16
biofilm formation,16
T-helper cell differentiation,16
glucocorticoid receptor activity,16
intracellular signal transduction,16
protein kinase cascade,16
lipoprotein lipase activity,16
Translation Initiation,16
monocyte differentiation,16
antioxidant activity,16
Post-Translational Regulation,15
peroxidase activity,15
monocyte activation,15
phospholipase C activity,15
mammary gland development,15
choline phosphatase activity,15
Homodimerization,15
central nervous system development,15
traversing start control point of mitotic cell cycle,15
ATP Hydrolysis,15
Mutate,14
T-Cell Receptor Activation,14
T-Cell Differentiation in the Thymus,14
myeloid dendritic cell activation,14
Histone Deacetylation,14
G Protein-Coupled Receptor Signaling,14
ornithine decarboxylase activity,14
plasminogen activator activity,14
Tissue-Specific Gene Expression,14
interleukin-6 receptor binding activity,14
dorsal vessel development,14
mRNA Degradation,14
negative regulation of nitric-oxide synthase activity,14
RNA Binding,14
response to hormone,14
sodium ion transport,13
atp binding,13
G-protein coupled purinergic nucleotide receptor activity,13
glutamine metabolism,13
maintenance of pluripotency,13
Double Strand Break Repair,13
growth factor activity,13
signal transducer activity,13
catecholamine secretion,13
Phospholipid Metabolism,13
chemokinesis,13
Transcription Initiation,13
interleukin-1 receptor activity,13
"DNA damage response, signal transduction resulting in cell cycle arrest",13
vasculogenesis,13
Mitochondrial Fusion,13
Transmembrane Transport,13
nucleotide binding,13
syncytium formation,12
RNA replication,12
negative regulation of transcription by glucose,12
filopodium assembly,12
potassium ion transport,12
Cross-Presentation,12
symporter activity,12
lung development,12
