,bioprocess_count
REGULATION OF VIRAL GENOME REPLICATION,1
DOWN REGULATION OF RETINAL PROGRAMMED CELL DEATH,1
SPLEEN DEVELOPMENT,1
POSITIVE REGULATION OF SKELETAL MUSCLE FIBER DEVELOPMENT,1
PIGMENT GRANULE ORGANISATION,1
DOWN REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1
Apoptosis,547
Growth,473
Cell Proliferation,428
Phosphorylation,418
Up-Regulation (Physiology),407
"Transcription, Genetic",364
Down-Regulation,363
Signal Transduction Pathways,362
Signal Transduction,360
Signal Pathways,350
Cell Death,344
cell growth,338
Cell Survival,290
Immune response,273
Exocytosis,267
Transcriptional Activation,254
Cessation of life,254
Gene Expression,251
Autophagy,246
Cell physiology,220
Mutation,215
Homeostasis,203
Cell Cycle,201
Wound Healing,186
enzyme activity,185
Protein Biosynthesis,179
Genetic Polymorphism,165
Cell Adhesion,159
Aging,157
Chemotaxis,157
Angiogenic Process,145
Phagocytosis,145
Necrosis,140
Neurogenesis,134
"Trans-Activation, Genetic",134
Movement,124
receptor expression,123
Endocytosis,117
synergism,115
cellular targeting,113
Mitosis,112
DNA Replication,108
Proteolysis,102
immunoreactivity,99
Antibody Formation,98
DNA Methylation,97
Membrane Potentials,96
Morphogenesis,94
Cell Communication,94
Adipogenesis,91
Biological Evolution,90
Pregnancy,89
Cell division,89
Vasodilation,87
glucose metabolism,84
pleiotropism,83
cell transformation,83
Post-Translational Protein Processing,82
Cellular Senescence,82
Lymphocyte Activation,81
protein activation,81
Cardiac function,80
Adaptation,80
Neuroprotection,80
release of sequestered calcium ion into cytoplasm,79
Platelet aggregation,79
Glycolysis,77
Oxidation-Reduction,76
receptor binding,76
"Protein Degradation, Metabolic",75
Hematopoiesis,74
Gene Expression Regulation,74
Chromosome Pairing,74
Embryonic Development,72
Macrophage Activation,72
Steroid biosynthesis,72
Drug resistance,69
Cellular Immunity,68
Lipid Metabolism,68
Eating,67
Cell development,66
Gene Activation,66
Antigen Presentation,65
Virus Replication,63
receptor function,62
Osteogenesis,62
lymphocyte proliferation,62
gene polymorphism,62
DNA Repair,61
Lipolysis,61
autophosphorylation,60
protein protein interaction,59
Macromolecular alteration,59
Lipid Peroxidation,59
Alternative Splicing,58
Transcriptional Repression,57
Respiratory Burst,57
Sleep,55
Renal function,55
Fertility,54
DNA Fragmentation,53
glucose transport,51
Spermatogenesis,50
Anabolism,49
Cell-Mediated Cytolysis,49
Acetylation,48
Virulence,47
Immunoregulation,47
Bone Resorption,47
Nuclear Export,47
Myogenesis,46
Platelet Activation,46
Vascular constriction (function),45
Erythropoiesis,45
internalization,44
Gene Silencing,44
Nuclear Import,44
Reproduction,44
Histamine Release,44
Gluconeogenesis,43
"Recombination, Genetic",43
Anoikis,43
"Blastocyst Implantation, natural",43
Long-Term Potentiation,43
Locomotion,42
fibrogenesis,42
Neutrophil chemotaxis,41
Equilibrium,40
Liver Regeneration,40
myelination,40
gene induction,40
Nociception,38
"Neutrophil migration, function",38
Birth,37
Protein Binding,37
Baresthesia,37
mediated responses,36
Myocardial Contraction,36
Synaptic Transmission,35
"Repression, Psychology",34
Water consumption,34
Gene Mutation,34
protein folding,33
Antibody-Dependent Cellular Cytotoxicity,33
Neuronal Plasticity,33
Desire for food,33
synaptogenesis,33
Hemodynamics,33
bone metabolism,32
Graft Survival,32
Involution,32
Cell Degranulation,32
Memory,31
Digestion,31
Acrosome Reaction,31
Menstrual cycle,30
Calcium Signaling,30
Ion Transport,30
Hormone secretion,30
energy balance,30
Cytokinesis,29
Vision,29
Chondrogenesis,29
Methylation,29
Bone remodeling,28
Fertilization,28
Cell Respiration,28
brain function,28
Mutagenesis Process,28
Cell Growth Regulation,28
Ingestion,28
Humoral Immunity,27
ovarian function,27
Sperm Motility,27
Facilitation,27
Breast Feeding,26
Muscle function,26
nucleocytoplasmic transport,26
Immunologic Surveillance,25
Missense Mutation,25
Metabolism,25
Cell division phases,25
Circadian Rhythms,25
"Platelet adhesion, function",25
Decidual Cell Reaction,25
Acclimatization,25
Cardiovascular Physiological Phenomena,24
Cell Aggregation,24
Meiosis,24
Mental concentration,24
Loss of Heterozygosity,24
Graft Rejection,23
Complement Activation,23
Lymphocytic migration,23
nerve supply,23
Nerve Regeneration,23
Protein translocation,23
Intestinal Absorption,23
neurotransmitter release,23
Action Potentials,23
blood pressure regulation,22
specific immunity,22
Hemostatic function,22
Thermogenesis,22
"RNA, Messenger, Splicing",22
Liver function,22
Insight,22
Amino Acid Substitution,21
Oxidative Phosphorylation,21
Vascular Permeability,21
Virus Activation,21
Ovulation,21
Base Pairing,21
Placentation,21
Receptor Down-Regulation,21
cell recognition,20
Homologous Recombination,20
Catabolism,20
noradrenergic,20
Bone Growth,20
Osteoblast function,20
Bioenergetics,20
Pinocytosis,20
Myelopoiesis,19
fatty acid metabolism,19
Cerebrovascular Circulation,19
"Metabolic Detoxication, Drug",19
Axonal Transport,19
Normal hematopoiesis,18
Contact Inhibition,18
Remyelination,18
Microcirculation,18
Denaturation,18
Plant Development,18
Lymphopoiesis,18
Nucleotide Excision Repair,17
Ventricular Remodeling,17
Mitotic arrest,17
Electron Transport,17
Bacterial Translocation,17
Left Ventricular Function,17
Gene function,17
Glycogenolysis,17
Autocrine Communication,17
Left Ventricle Remodeling,16
Pulmonary function,16
receptor density,16
derepression,16
Gastric acid secretion,16
Natural immunosuppression,16
Carbohydrate Metabolism,16
capping,16
Mitochondrial Fission,16
membrane activity,16
Sperm Capacitation,15
agglutination,15
Antigen Processing,15
Allograft Tolerance,15
Muscle hypertrophy,15
receptor coupling,15
Granulocyte production,15
Palmitoylation,15
Arterial pulse pressure,15
Hormone production,15
amino acid transport,15
reuptake,15
testicular function,15
Germ-Line Mutation,15
Enzyme Activation,14
Membrane Fusion,14
Natural regeneration,14
neurodevelopment,14
Luteolysis,14
Transcytosis,14
Germination,14
Organogenesis,14
Megakaryocytopoiesis,14
Re-Epithelialization,14
iron metabolism,14
protein metabolism,14
hormonal regulation,14
Bronchoconstriction,14
"Immunity, Mucosal",13
Transplantation Tolerance,13
Receptor-Mediated Signal Transduction,13
muscle metabolism,13
receptor recycling,13
biochemical mechanism,13
Membrane Fluidity,13
Biological Metamorphosis,13
Muscle Tonus,13
Fracture Healing,13
Osteoclastic resorption,13
Learning,13
"Mutagenesis, Site-Directed",13
Gene Rearrangement,13
Bone Development,13
Sex Differentiation,13
Receptor Mediated Endocytosis,13
Gastric Emptying,13
Baroreflex,13
Withdrawal (Defense Mechanism),12
Gastrointestinal Motility,12
Diapedesis,12
Gene Amplification,12
Calcium Waves,12
Mental association,12
Blood Pressure,12
Oogenesis,12
RNA Splicing,12
neural control,12
Intracellular Transport,12
antigen recognition,11
commitment,11
Wakefulness,11
Uterine Contraction,11
Pentose Phosphate Pathway,11
Hydrophobic Interactions,11
Fluid Balance,11
Gastric motility,11
Paracrine Communication,11
ketogenesis,11
Tachyphylaxis,11
Exertion,11
Luteinization,11
biological radiation resistance,11
Urinary concentration,11
cholesterol biosynthesis,11
Natriuresis,11
Estrus,10
gland secretion,10
Primary immune response,10
Reverse Transcription,10
Excitatory synaptic transmission,10
Competitive inhibition,10
Crossbreeding,10
sexual dimorphism (cellular),10
Receptor Up-Regulation,10
Bone Regeneration,10
Bystander Effect,10
cell immortalization,10
drug response,10
Strand breaks,10
Regional Blood Flow,10
MAP Kinase Signaling Pathways,10
Second Messenger Systems,10
mitochondrial transport,10
fast axonal transport,10
Self Tolerance,9
Muscle Strength,9
"Modulation, cellular",9
Experience,9
Inspiration function,9
Nervous System Physiological Phenomena,9
Esthesia,9
Olfactory,9
glucose output,9
Hair growth,9
Bile secretion,9
drug metabolism,9
Sexual Development,9
Blood cell migration,9
Placental function,9
Follicular Atresia,9
amino acid metabolism,9
Alveolar ventilation function,9
Allosteric Regulation,9
Gastrulation,9
Intestinal Motility,9
Species Differences,9
Clonal Deletion,8
cross reactivity immunity,8
Gametogenesis,8
Respiratory Chain,8
Appetite Regulation,8
Cell Dedifferentiation,8
testosterone biosynthesis,8
Sister Chromatid Exchange,8
"Chemotaxis, Leukocyte",8
Receptor Aggregation,8
Endochondral bone formation,8
Tubular reabsorption,8
microvasculature,8
Monocyte production,8
skeletal regeneration,8
Portal Pressure,8
Inhibitory potential,8
Nucleotide Metabolism,8
Physiologic calcification,8
glomerular function,8
Defecation,8
Urination,8
MAP Kinase Cascade,8
Fermentation,8
postnatal growth,8
glycogen metabolic process,8
Escape (mental process),8
Citric Acid Cycle,8
Lipid Transport,8
nervous system development,8
axonal guidance,8
Reflex action,8
gastrointestinal function,8
Pancreatic function,7
"Immune Response, Mucosal",7
Primordium,7
Immunocompetence,7
Persistence,7
Spermiogenesis,7
Oviposition,7
central nervous system function,7
aerobic glycolysis,7
retrograde transport,7
"Permeability, Microvascular",7
Thrombopoiesis,7
Exudation,7
Attention,7
Rewards,7
Interested,7
Prenylation,7
Excitatory Postsynaptic Potentials,7
Gene Deletion,7
cartilage metabolism,7
RNA metabolic process,7
Ankyrin Repeat,7
glycogenesis,7
Odontogenesis,7
Body growth,7
Skeletal Function,7
Blood coagulation,7
"Potentials, Event-Related",7
Light Signal Transduction,7
Muscle Development,7
"Myoelectric Complex, Migrating",7
protein transport,7
Histogenic Process,6
Demethylation,6
Linked gene,6
Gene-Environment Interaction,6
Female reproductive function,6
alloimmunity,6
hormone biosynthetic process,6
Gastric function,6
Lymphocyte chemotaxis,6
axonal sprouting,6
Practice Experience,6
Mitotic Metaphase,6
Tubular secretion,6
calcium metabolism,6
secretion of saliva,6
RNA Editing,6
Skin Physiological Phenomena,6
hatching,6
Taste Perception,6
Enzyme Induction,6
sleep wake cycle,6
"Memory, Short-Term",6
Transcription Termination,6
Ejaculation,6
Gallbladder contraction,6
Geranylgeranylation,6
gene interaction,5
Graft vs Leukemia Effect,5
flocculation,5
Defense Mechanisms,5
Cell Differentiation process,5
Sexual function,5
Memory Consolidation,5
Fatty acid biosynthetic process,5
Neurosecretion,5
RNA translation,5
immunoreaction,5
Speech,5
motor performance,5
hormone sensitivity,5
sugar transport,5
mineral metabolism,5
Pulse Pressure,5
hypothalamic-pituitary-thyroid axis,5
liking,5
Lactation,5
Glomerular filtration,5
Antibody Affinity,5
Chewing,5
Skin Pigmentation,5
Polyadenylation,5
Dentin formation,5
Fear (Mental Process),5
Hibernation,5
Platelet secretion,5
renal tubular transport,5
Molecular Dynamics,5
trafficking,5
cell life cycle,5
Protein Glycosylation,5
Dentinogenesis,5
Smell Perception,5
"Intake Regulation, Food",5
hypothalamic pituitary axis,5
Cell membrane potential,5
Ventricular Function,5
refractory period,5
Diuresis,5
Perception,5
fatty acid transport,5
cis trans isomerization,5
Duodenal secretion,4
exocrine pancreas function,4
Immunologic Memory,4
Insemination,4
Acute cellular rejection,4
Blood Physiological Phenomena,4
Muscle action,4
Nitrosation,4
Molting,4
Lung volume,4
Lymphocyte production,4
Capillary Permeability,4
Intracellular translocation,4
biological control,4
Effects of radiation,4
Protein Denaturation,4
"Sleep, REM",4
Biocompatibility,4
myristoylation,4
grasp,4
Heredity,4
physiological aging,4
Chromosome Segregation,4
Receptor Cross-Talk,4
spontaneous mutation,4
Blood-Retinal Barrier,4
Bladder function,4
Epithelialization,4
neuronal guidance,4
reproductive development,4
enzyme pathway,4
Menstruation,4
Gene Conversion,4
disgust,4
Spatial Memory,4
Megakaryocytic maturation,4
Ethanol Metabolism,4
Male reproductive function,4
Protein Prenylation,4
dose-response relationship,4
brain metabolism,4
renal tubular function,4
sexual receptivity,4
Satiation,4
Secondary Metabolism,4
Microbial Interactions,4
Neuronal Hyperexcitability,4
Peak gastric acid output,4
Sexual Maturation,4
Basal metabolic rate,4
Steroid Metabolic Process,4
Rotational Behavior,4
Genetic Selection,4
Genetic Markers,4
slow potential,4
Mast cell migration,4
renal tubular reabsorption,4
Penile Erection,4
Peristalsis,4
Gallbladder Emptying,4
Esophagus motility,4
Gallbladder function,3
Skin growth,3
Sperm Agglutination,3
Bystander Suppression,3
cell longevity,3
Flexion spinal defense reflex,3
eicosanoid metabolism,3
Blood-Testis Barrier,3
"Activation, Metabolic",3
Virus Assembly,3
modulation by virus of host morphology or physiology,3
p450 induction,3
Excision Repair,3
gene recombination,3
Ocular Physiological Phenomena,3
Osseointegration,3
visual stimulus,3
Prenatal development,3
"Complement Pathway, Alternative",3
rapid eye movement,3
reception,3
vasomotion,3
Isometric Contraction,3
Isoprenylation,3
Skin Aging,3
Cerebral function,3
cell conductance,3
Vitellogenesis,3
steroid hormone biosynthesis,3
Tolerance development,3
Uterine function,3
Platelet contraction,3
behavioral sensitization,3
Conception,3
"Keratinization, function",3
Conditioned Reflex,3
Deglutition,3
Estrous Cycle,3
"Adaptation, Physiological",3
Contrast Sensitivity,3
Oxygen affinity,3
tissue oxygenation,3
Salivary gland function,3
Bile formation,3
Light Adaptation,3
Proton-Motive Force,3
Hemagglutination,3
"Frameshifting, Ribosomal",3
Spinal Cord Regeneration,3
hormone metabolism,3
photoprotection,3
Proestrus,3
hereditary factors,3
exocrine secretion,3
Cross Reactions,3
Genetic Drift,3
sensorimotor integration,3
"Stimulation, Chemical",3
Neutrophil production,3
Periosteal bone formation,3
Visual learning,3
Chromosome replication,3
Gastric mucosal blood flow,3
Gene Duplication,3
optic nerve regeneration,3
Gastric mucosal barrier,3
Synaptic Potentials,3
Lower esophageal sphincter pressure,3
Allotype,3
"Flexion, function",3
memory process,3
latent inhibition,3
detection of stimulus involved in sensory perception,3
Lung Compliance,2
Antigenic Modulation,2
"Crossing Over, Genetic",2
Moving jaw,2
bile acid metabolism,2
membrane biogenesis,2
Place Conditioning,2
epimerization,2
Ion Exchange,2
heme biosynthetic process,2
Immunologic specificity,2
neuroimmunology,2
Embryo Resorption,2
Lipid Mobilization,2
Muscle property,2
Cartilage resorption,2
Cardiac conduction,2
Intestinal mucosal permeability,2
Avoidance Learning,2
Awareness,2
estimation <subjective>,2
neutrophilic,2
Level of interest,2
Breeding,2
Coprecipitation,2
chromosome loss,2
dna amplification,2
"Binding, Competitive",2
Sperm Maturation,2
Joint formation,2
Reinnervation,2
Estivation,2
Postmenopause,2
Psyche structure,2
motor coordination,2
avoidance,2
Visual evoked cortical potential,2
Neuronal pool,2
pyruvate kinase activity,2
Olfactory Thresholds,2
pancreatic islet function,2
Pharmacodynamics,2
Noncompetitive inhibition,2
Cervical Ripening,2
Dark Adaptation,2
Motor Skills,2
Sodium hydrogen exchange,2
membrane assembly,2
Active Ion Transport,2
Menarche,2
Normal respiratory function,2
calorigenesis,2
Fetoplacental Circulation,2
Externalization,2
Free water clearance,2
Amelogenesis,2
Cell Hypoxia,2
Theta Rhythm,2
neuromuscular transmission,2
Spike Potentials,2
afterpotential,2
oculomotor,2
Mitotic Anaphase,2
Uniport,2
organelle movement,2
toxicant interaction,2
molecular assembly/self assembly,2
Energy Transfer,2
DNA Replication Fork,2
"Evolution, Molecular",2
Genital functions,2
Trans-Splicing,2
Electrolyte Balance,2
Neuroimmunomodulation,2
Pregnancy Maintenance,2
conditioned place preference,2
Penis growth,2
Sperm-Ovum Interactions,2
Biological Neural Networks,2
Molecular Mimicry,2
Breast function,2
Digestive System Physiological Phenomena,2
Cell Membrane Permeability,2
Gastric bicarbonate secretion,2
Summation (function),2
phosphorus metabolism,2
Cardiac Volume,2
Blinking,2
Evoked Potentials,2
spinal reflex,2
Arousal,2
Cognition,2
Cognitive functions,2
Calcium Spikes,2
"Renal Plasma Flow, Effective",2
Bacterial Adhesion,2
retinal adaptation,2
Mitochondrial Inheritance,2
Pulmonary Circulation,2
Superhelicity,2
antitermination,2
Prozone,2
orbitals,2
Allelic exclusion,2
Antigen-Antibody Reactions,2
Atrial Function,1
"Ventricular Function, Right",1
cross immunity,1
Clonal Anergy,1
Blink Reflexes,1
retinal regeneration,1
"Water Loss, Insensible",1
"Passive immunity, function",1
Metabolic Biotransformation,1
Hemadsorption,1
Rage,1
Placental Circulation,1
Mental Fatigue,1
Coronary Circulation,1
Early Gene Transcription,1
Isotonic Contraction,1
Electrogenic sodium absorption,1
autocrine,1
connective tissue metabolism,1
hormonal cascade,1
Suspicion,1
biological blockade,1
Term Birth,1
biological modulation,1
ketogenic,1
body balance,1
Biological Rhythm,1
vitamin metabolism,1
Animal Development,1
Drug Synergism,1
Extramedullary Hematopoiesis Function,1
physiologic bone resorption,1
Intramembranous bone formation,1
Heart beat,1
vascular endothelium permeability,1
Arterialisation,1
"Resting Phase, Cell Cycle",1
heart metabolism,1
molecular domain,1
Male sexual function,1
Rat Learning,1
Metachromatic stain reaction,1
Secondary healing,1
protein distribution,1
adrenergic system,1
"Reflex, Righting",1
Mental Orientation,1
Stain reaction,1
Light absorption,1
pesticide interaction,1
coisogenic,1
Genomic Imprinting,1
relearning,1
Lung Capacities,1
Graft Tolerance,1
Receptor Activity Modifying Proteins [MoA],1
Ion Channel Gating,1
Excitatory potential,1
alkyl substitution,1
Viable pregnancy,1
Physiologic Thermoregulation,1
Fetal Movement,1
Maternal-Fetal Exchange,1
Water-Electrolyte Balance,1
Chemoreceptor function,1
Satiety Response,1
Physiologic Intraocular Pressure,1
Sebaceous gland activity,1
adrenal system,1
Ambulation,1
Blood-Aqueous Barrier,1
Avoidance Behavior,1
Selective inattention,1
memory acquisition,1
Inbreeding,1
Cytoplasmic streaming,1
Milk Ejection,1
photolysis,1
Platelet Adhesiveness,1
motor ability,1
Passive biological transport,1
Clot retraction,1
Ventricular systole,1
urea cycle,1
mitochondrial biology,1
Passive Ion Transport,1
Photophosphorylation,1
Active movement,1
Conditioned stimulus,1
"Memory, Long-Term",1
membrane flux,1
Erythrocyte Deformability,1
threshold potential,1
Bioaccumulation,1
RNA Transport,1
Karyopyknosis,1
Adrenergic receptor function,1
reminiscence,1
Chromosomal inheritance,1
Autonomous Replication,1
Prophage Induction,1
Skin Absorption,1
Body Patterning,1
Gene Order,1
Moving,1
neural information processing,1
Nervous System Plasticity,1
reverse tolerance,1
brain model,1
Self Confidence,1
doubt,1
Protein Splicing,1
Virus Integration,1
Rapid gastric emptying,1
Innovativeness,1
Axon function,1
Larval metamorphosis,1
neurotransmitter biosynthesis,1
Dentin Permeability,1
Cholinergic synaptic transmission,1
Gastric acidity,1
Testicular growth,1
Higher Nervous Activity,1
gastrointestinal transport,1
lymph flow,1
Vasomotor function,1
Auditory Evoked Potentials,1
Respiratory Mechanics,1
Kidney Concentrating Ability,1
Bone function,1
placental transfer,1
biological activation,1
Mineral balance,1
eye circulation,1
Object Recognition,1
nucleic acid metabolism,1
Plantar flexion,1
Alpha Rhythm,1
Somatosensory Evoked Potentials,1
Galvanic Skin Response,1
Intracranial Pressure,1
Kinesthesis,1
Phonation,1
"Pursuit, Smooth",1
"Reflex, Monosynaptic",1
"Reflex, Stretch",1
Saccades,1
Voice,1
Hering-Breuer reflex,1
Position Sense,1
Autonomic nervous system function,1
"Evoked Potentials, Motor",1
"Dominance, Ocular",1
Movement of eyelid,1
"Middle latency auditory evoked potentials, function",1
"Cognitive-evoked potentials, function",1
Joint mobilization,1
beta-Adrenergic receptor function,1
Oculomotor control,1
limb movement,1
vestibular reflex,1
oculomotor function,1
motor processes,1
"Helplessness, Learned",1
Mental Processes,1
Personality,1
Space Perception,1
Subconscious,1
Volition,1
meditation,1
"Memory, Remote",1
Conscious,1
Secondary generalization,1
vestibular stimulation,1
Sperm-Zona Pellucida Penetration,1
Familiarity,1
DNA metabolic process,1
Vascular impedance,1
Pyschological Bonding,1
Language comprehension,1
"Adaptation, Ocular",1
"Light Signal Transduction, Visual",1
Cardiac rhythm type,1
Protein Sorting,1
synchronous cell division,1
Parental anxiety,1
anterograde transport,1
neuronal transport,1
Axoplasmic Flow,1
Protein Farnesylation,1
Increased Platelet Aggregation [PE],1
autonomic reflex,1
oxygen transport,1
Water diuresis,1
Mood (psychological function),1
enzyme mechanism,1
Maze Learning,1
Cementogenesis,1
Anticoagulant effect,1
Cognitive function: planning,1
Antibody Specificity,1
leukocyte proliferation,1
desire,1
Conserved Synteny,1
Anger,1
negative emotionality,1
Homology region,1
limb regeneration,1
Transplantation Immunology,1
Antigenic Variation,1
Motivation,1
asexual,1
7-methylguanosine mRNA capping,1
Memory recall,1
Intestinal electrolyte transport,1
Perceptual Motor Processes,1
Amino Acid Biosynthesis,1
autocrine cell signaling,1
Decreased Platelet Aggregation [PE],1
"Autoagglutination, function",1
molecular recognition,1
Nitrogen Fixation,1
pleasurable emotion,1
Splanchnic Circulation,1
Limbic function,1
Neuronal inhibition,1
Self Stimulation,1
Aversion (finding),1
Prolonged sleep,1
emotional responses,1
Eosinophil production,1
Basophil production,1
Color Perception,1
"Complement fixation, function",1
Gene type,1
auxotrophy,1
Bioluminescence,1
RNA marker,1
Cytokinesis of the fertilized ovum,190
Cell Cycle Arrest,165
T-Cell Activation,164
kinase activity,161
Cell Cycle Progression,160
Motility,158
Tyrosine Phosphorylation,158
cytokine biosynthesis,155
Nuclear Translocation,153
mRNA Expression,153
Receptor Activation Process,148
cell activation,146
obsolete apoptogenic cytochrome c release channel activity,144
T-Cell Proliferation,139
Receptor Signaling,135
Transcriptional Regulation,127
dna binding,124
protein expression,124
Ubiquitination,123
Caspase Activation,98
osteoblast differentiation,93
MAP kinase kinase activity,87
insulin secretion,86
Binding (Molecular Function),80
Cell Maturation,80
transduction,77
RNA Interference,75
AKT Signaling Pathway,73
Ligand Binding,72
Cell Cycle Control,72
epithelial to mesenchymal transition,70
fat cell differentiation,69
Tumor Suppression,66
Antiviral Response,64
cytokine secretion,64
cell fate,64
osteoclast differentiation,64
Cytoskeletal Modeling,63
Histone Acetylation,62
b-cell proliferation,61
Stimulation of Cell Proliferation,61
fibroblast proliferation,60
T-Cell Development,55
protein kinase activity,53
B-Cell Activation,51
adenosinetriphosphatase activity,49
Biological acidification,48
Ectopic Gene Expression,48
immunoglobulin mediated immune response,47
Epithelial Cell Proliferation,47
receptor activity,47
Protein Secretion,46
protein kinase C activity,46
obsolete hyperphosphorylation,46
caspase-3 activity,45
1-phosphatidylinositol-3-kinase activity,45
telomerase activity,45
oocyte maturation,45
RNA biosynthesis,45
Positive Regulation of Apoptosis,44
single organismal cell-cell adhesion,44
Lipogenesis,43
Melanogenesis,43
JUN kinase activity,42
Epigenetic Process,41
b cell differentiation,40
Negative Regulation of G1 Phase,39
Negative Regulation of S Phase,39
activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway,39
Cytokine Signaling,39
Protein Overexpression,39
T cell differentiation,38
Humoral immune response,37
Developmental process,37
cell mediated immune response,37
fatty acid oxidation,37
chromatin remodeling,37
brain development,37
alkaline phosphatase activity,37
Leukocyte Trafficking,36
Sensitization (observable entity),36
Hypermethylation,36
Protein Function,36
protein activity,36
adenylate cyclase activity,36
stress fiber assembly,35
antiporter activity,34
keratinocyte differentiation,34
Intercellular Communication Process,34
Platelet function,34
acetyltransferase activity,33
aromatase activity,32
neuron migration,32
Receptor Interactions [MoA],32
histone modification,31
Cell secretion,31
mast cell activation,31
mTOR Inhibitors [MoA],31
Heterodimerization,30
Increased Cellular Death [PE],30
smooth muscle contraction,29
Antitumor Response,29
Cellular Stress Response,29
Deacetylation,29
Cellular Infiltration,28
NK Cell Activation,28
Polyubiquitination,28
Viral life cycle,27
Negative Regulation of Mitosis,27
myoblast differentiation,27
"Programmed Cell Death, Type II",27
arachidonic acid metabolic process,27
defense response,27
GTPase activity,27
Natural killer cell function,26
macrophage differentiation,26
Post-Transcriptional Regulation,25
postnatal development,25
axonogenesis,25
conjugation,25
caspase activity,25
protein phosphatase activity,25
cyclin-dependent protein kinase activity,25
Genomic Stability,24
Docking -molecular interaction,24
renin activity,23
T cell homeostasis,23
cytokine production,23
Stem Cell Self-Renewal,23
growth hormone secretion,23
biofilm formation,22
interleukin-27 receptor ligand,22
estrogen receptor activity,22
Hepatic Metabolism [PK],22
Aging-Related Process,22
NADPH oxidase activity,22
kidney development,22
Blood - brain barrier function,22
tissue homeostasis,22
endothelial cell activation,22
Cell Cycle Checkpoints,22
GTP Binding,22
Transmembrane Transport,22
mRNA stabilization,21
apoptotic program,21
histone deacetylase activity,21
epidermal growth factor receptor signaling pathway,21
peroxidase activity,21
Metabolic Control,21
antioxidant activity,21
choline phosphatase activity,21
T-Cell Differentiation in the Thymus,20
intracellular signal transduction,20
Transcription Process,20
Extracellular Matrix Degradation,20
catalase activity,20
androgen receptor activity,20
skeletal development,20
protein tyrosine kinase activity,19
myeloid dendritic cell activation,19
JUN phosphorylation,19
MMP-9 activity,19
acid secretion,19
monocyte activation,19
Translation Initiation,19
Histone Deacetylation,18
cholesterol metabolism,18
ornithine decarboxylase activity,18
Negative Regulation of Receptor Activation,18
superoxide dismutase activity,18
response to hormone,18
T-helper cell differentiation,17
macroautophagy,17
Double Strand Break Repair,17
glucocorticoid receptor activity,17
Proteasome Function Inhibition,17
MAP kinase activity,17
protein kinase cascade,17
mRNA transcription,17
phospholipase C activity,17
mRNA Degradation,17
lamellipodium assembly,17
Homodimerization,17
MMP-2 activity,16
sodium ion transport,16
atp binding,16
T-Cell Receptor Activation,16
Post-Translational Regulation,16
lipoprotein lipase activity,16
symporter activity,16
interleukin-6 receptor binding activity,16
monocyte differentiation,16
RNA Binding,16
vasculogenesis,16
Renal blood flow,16
nucleotide binding,16
epithelial cell differentiation,15
syncytium formation,15
maintenance of pluripotency,15
growth factor activity,15
G Protein-Coupled Receptor Signaling,15
catecholamine secretion,15
Phospholipid Metabolism,15
Tissue-Specific Gene Expression,15
lung development,15
Transcription Initiation,15
ubiquitin activity,15
traversing start control point of mitotic cell cycle,15
peptide binding,15
Mutate,14
lymphocyte differentiation,14
Base Excision Repair,14
potassium ion transport,14
plasminogen activator activity,14
Biochemical Reaction,14
iron ion homeostasis,14
mammary gland development,14
liver development,14
negative regulation of nitric-oxide synthase activity,14
Molecular Transport,14
G-protein coupled purinergic nucleotide receptor activity,13
Lytic Phase,13
peptidase activity,13
negative regulation of transcription by glucose,13
signal transducer activity,13
Cross-Presentation,13
soluble NSF attachment protein activity,13
vasopressin secretion,13
interleukin-4 receptor activity,13
interleukin-1 receptor activity,13
hormone activity,13
antigen binding,13
"DNA damage response, signal transduction resulting in cell cycle arrest",13
microtubule motor activity,13
hormone binding,13
ATP Hydrolysis,13
signal peptide peptidase activity,12
viral transcription,12
spindle assembly,12
mating,12
ligase activity,12
Alkalinization,12
mRNA Decay,12
dorsal vessel development,12
activation of phospholipase C activity,12
actin filament depolymerization,12
central nervous system development,12
Increased Cellular Migration [PE],12
eosinophil chemotaxis,12
transcription factor binding,11
Homeostatic mechanism,11
immunoglobulin secretion,11
RNA replication,11
glutamine metabolism,11
histone methylation,11
Chromosome Stability,11
sporulation resulting in formation of a cellular spore,11
filopodium assembly,11
phosphatidylinositol 3-kinase activity,11
unidimensional cell growth,11
Proteolytic Processing,11
lysin activity,11
chemokinesis,11
lipopolysaccharide binding,11
eosinophil differentiation,11
Immune Cell Activation Process,11
Mismatch Repair,11
recombinational repair,11
tumor suppressor activity,11
endothelial cell differentiation,11
activation of adenylate cyclase activity,11
insulin activity,11
Mitochondrial Fusion,11
kinase binding,11
Secretory Pathway,10
quorum sensing,10
interleukin-6 receptor activity,10
Thymic T-Cell Selection,10
Disease Resistance,10
lipid storage,10
Leukocyte Rolling,10
Protein Import,10
cAMP-dependent protein kinase activity,10
NF-kappaB-inducing kinase activity,10
epidermal growth factor binding,10
histamine secretion,10
Monocyte chemotaxis,10
lumen formation in an anatomical structure,10
Transcription Elongation,10
endonuclease activity,10
mRNA maturation,10
Osmoregulation,10
acid phosphatase activity,10
transcription factor activity,9
cyclooxygenase pathway,9
B cell homeostasis,9
pore complex assembly,9
cholesterol transport,9
astrocyte activation,9
